Date,State,Buildings,Population,Building_pop
Dec-2004,Tasmania,643,20046003,32.07621988
Mar-2005,Tasmania,645,20311543,31.75534227
Jun-2005,Tasmania,576,20311543,28.35825914
Sep-2005,Tasmania,608,20311543,29.93371798
Dec-2005,Tasmania,501,20311543,24.66577748
Mar-2006,Tasmania,562,20627547,27.24512032
Jun-2006,Tasmania,590,20627547,28.60252845
Sep-2006,Tasmania,581,20627547,28.1662187
Dec-2006,Tasmania,649,20627547,31.4627813
Mar-2007,Tasmania,670,21016121,31.88028847
Jun-2007,Tasmania,572,21016121,27.2172015
Sep-2007,Tasmania,547,21016121,26.0276385
Dec-2007,Tasmania,670,21016121,31.88028847
Mar-2008,Tasmania,595,21475625,27.70582928
Jun-2008,Tasmania,663,21475625,30.87220977
Sep-2008,Tasmania,666,21475625,31.01190303
Dec-2008,Tasmania,567,21475625,26.40202555
Mar-2009,Tasmania,545,21865623,24.92497012
Jun-2009,Tasmania,674,21865623,30.82464195
Sep-2009,Tasmania,641,21865623,29.31542358
Dec-2009,Tasmania,699,21865623,31.9679892
Mar-2010,Tasmania,677,22172469,30.53336099
Jun-2010,Tasmania,556,22172469,25.07614285
Sep-2010,Tasmania,597,22172469,26.92528288
Dec-2010,Tasmania,539,22172469,24.30942625
Mar-2011,Tasmania,497,22522197,22.06711894
Jun-2011,Tasmania,570,22522197,25.30836579
Sep-2011,Tasmania,457,22522197,20.29109327
Dec-2011,Tasmania,445,22522197,19.75828557
Mar-2012,Tasmania,463,22928023,20.19362943
Jun-2012,Tasmania,375,22928023,16.35553139
Sep-2012,Tasmania,392,22928023,17.09698215
Dec-2012,Tasmania,403,22928023,17.57674441
Mar-2013,Tasmania,373,23297777,16.01011118
Jun-2013,Tasmania,357,23297777,15.32335038
Sep-2013,Tasmania,398,23297777,17.08317493
Dec-2013,Tasmania,362,23297777,15.53796313
Mar-2014,Tasmania,409,23640331,17.30094219
Jun-2014,Tasmania,470,23640331,19.88127831
Sep-2014,Tasmania,507,23640331,21.44640022
Dec-2014,Tasmania,586,23640331,24.788147
Mar-2015,Tasmania,579,23984581,24.14050927
Jun-2015,Tasmania,649,23984581,27.05905098
Sep-2015,Tasmania,608,23984581,25.34961941
Dec-2015,Tasmania,456,23984581,19.01221456
Mar-2016,Tasmania,525,24385064,21.52957236
Jun-2016,Tasmania,453,24385064,18.5769453
Sep-2016,Tasmania,435,24385064,17.83878853
Dec-2016,Tasmania,438,24385064,17.96181466
Mar-2017,Tasmania,436,24759018,17.60974527
Jun-2017,Tasmania,443,24759018,17.89247053
Sep-2017,Tasmania,462,24759018,18.65986769
Dec-2017,Tasmania,538,24759018,21.72945631
Mar-2018,Tasmania,619,25146140,24.6161041
Jun-2018,Tasmania,680,25146140,27.04192373
Sep-2018,Tasmania,629,25146140,25.01377945
Dec-2018,Tasmania,690,25146140,27.43959908
Mar-2019,Tasmania,729,25520468,28.56530687
Jun-2019,Tasmania,640,25520468,25.07791001
Sep-2019,Tasmania,672,25520468,26.33180551
Dec-2019,Tasmania,685,25520468,26.84120056
Mar-2020,Tasmania,669,25630698,26.10151312
Jun-2020,Tasmania,712,25630698,27.77918885
Sep-2020,Tasmania,786,25630698,30.66635173
Dec-2020,Tasmania,889,25630698,34.68497034
Mar-2021,Tasmania,1001,25760867,38.85738784
Jun-2021,Tasmania,1199,25760867,46.54346455
Sep-2021,Tasmania,883,25760867,34.27679666
Dec-2021,Tasmania,615,25760867,23.8734201
Mar-2022,Tasmania,759,26302450,28.85662742
Jun-2022,Tasmania,809,26302450,30.75759102
Sep-2022,Tasmania,646,26302450,24.56044969
Dec-2022,Tasmania,745,26302450,28.32435762
Mar-2023,Tasmania,689,26946369,25.56930769
Jun-2023,Tasmania,684,26946369,25.38375393
Sep-2023,Tasmania,656,26946369,24.34465289
Dec-2023,Tasmania,535,26946369,19.85425198
Mar-2024,Tasmania,489,27095255,18.04744041
Jun-2024,Tasmania,528,27095255,19.48680682
Sep-1980,Northern Territory,194,14807370,13.10158387
Dec-1980,Northern Territory,347,14807370,23.43427631
Mar-1981,Northern Territory,422,15054117,28.03219877
Jun-1981,Northern Territory,266,15054117,17.669585
Sep-1981,Northern Territory,247,15054117,16.40747179
Dec-1981,Northern Territory,364,15054117,24.17943211
Mar-1982,Northern Territory,300,15288891,19.62209031
Jun-1982,Northern Territory,260,15288891,17.00581161
Sep-1982,Northern Territory,247,15288891,16.15552103
Dec-1982,Northern Territory,444,15288891,29.04069366
Mar-1983,Northern Territory,322,15483496,20.79633695
Jun-1983,Northern Territory,378,15483496,24.4130912
Sep-1983,Northern Territory,321,15483496,20.73175205
Dec-1983,Northern Territory,332,15483496,21.44218592
Mar-1984,Northern Territory,428,15677282,27.30065071
Jun-1984,Northern Territory,404,15677282,25.7697731
Sep-1984,Northern Territory,383,15677282,24.43025519
Dec-1984,Northern Territory,370,15677282,23.60102982
Mar-1985,Northern Territory,395,15900566,24.84188299
Jun-1985,Northern Territory,438,15900566,27.54618924
Sep-1985,Northern Territory,377,15900566,23.70984781
Dec-1985,Northern Territory,224,15900566,14.08754883
Mar-1986,Northern Territory,293,16138769,18.1550402
Jun-1986,Northern Territory,200,16138769,12.39251891
Sep-1986,Northern Territory,171,16138769,10.59560367
Dec-1986,Northern Territory,163,16138769,10.09990291
Mar-1987,Northern Territory,181,16394641,11.04019295
Jun-1987,Northern Territory,317,16394641,19.33558655
Sep-1987,Northern Territory,234,16394641,14.27295663
Dec-1987,Northern Territory,325,16394641,19.82355088
Mar-1988,Northern Territory,116,16687082,6.951484987
Jun-1988,Northern Territory,122,16687082,7.311044555
Sep-1988,Northern Territory,135,16687082,8.090090287
Dec-1988,Northern Territory,193,16687082,11.56583278
Mar-1989,Northern Territory,95,16936723,5.609113404
Jun-1989,Northern Territory,157,16936723,9.269797941
Sep-1989,Northern Territory,144,16936723,8.502235055
Dec-1989,Northern Territory,116,16936723,6.849022683
Mar-1990,Northern Territory,158,17169768,9.20222102
Jun-1990,Northern Territory,164,17169768,9.551672451
Sep-1990,Northern Territory,123,17169768,7.163754338
Dec-1990,Northern Territory,190,17169768,11.06596199
Mar-1991,Northern Territory,137,17378981,7.883085896
Jun-1991,Northern Territory,140,17378981,8.055708214
Sep-1991,Northern Territory,155,17378981,8.918819809
Dec-1991,Northern Territory,179,17378981,10.29979836
Mar-1992,Northern Territory,318,17557133,18.11229658
Jun-1992,Northern Territory,266,17557133,15.15053739
Sep-1992,Northern Territory,217,17557133,12.35964892
Dec-1992,Northern Territory,173,17557133,9.853544995
Mar-1993,Northern Territory,184,17719090,10.38428046
Jun-1993,Northern Territory,256,17719090,14.44769455
Sep-1993,Northern Territory,342,17719090,19.30121694
Dec-1993,Northern Territory,240,17719090,13.54471364
Mar-1994,Northern Territory,320,17893433,17.88365598
Jun-1994,Northern Territory,313,17893433,17.492451
Sep-1994,Northern Territory,203,17893433,11.34494426
Dec-1994,Northern Territory,233,17893433,13.02153701
Mar-1995,Northern Territory,224,18119616,12.36229289
Jun-1995,Northern Territory,287,18119616,15.83918776
Sep-1995,Northern Territory,267,18119616,14.73541161
Dec-1995,Northern Territory,232,18119616,12.80380335
Mar-1996,Northern Territory,161,18330079,8.783377311
Jun-1996,Northern Territory,213,18330079,11.62024452
Sep-1996,Northern Territory,220,18330079,12.00213049
Dec-1996,Northern Territory,266,18330079,14.51166686
Mar-1997,Northern Territory,252,18510004,13.61425962
Jun-1997,Northern Territory,245,18510004,13.23608574
Sep-1997,Northern Territory,313,18510004,16.90977484
Dec-1997,Northern Territory,270,18510004,14.58670673
Mar-1998,Northern Territory,317,18705620,16.94677856
Jun-1998,Northern Territory,316,18705620,16.89331869
Sep-1998,Northern Territory,368,18705620,19.6732319
Dec-1998,Northern Territory,454,18705620,24.27078065
Mar-1999,Northern Territory,314,18919210,16.5968875
Jun-1999,Northern Territory,298,18919210,15.75118623
Sep-1999,Northern Territory,272,18919210,14.37692166
Dec-1999,Northern Territory,253,18919210,13.3726514
Mar-2000,Northern Territory,238,19141036,12.43401872
Jun-2000,Northern Territory,182,19141036,9.508367259
Sep-2000,Northern Territory,170,19141036,8.881441945
Dec-2000,Northern Territory,116,19141036,6.060278033
Mar-2001,Northern Territory,93,19386461,4.797162308
Jun-2001,Northern Territory,177,19386461,9.130083103
Sep-2001,Northern Territory,169,19386461,8.71742398
Dec-2001,Northern Territory,158,19386461,8.150017685
Mar-2002,Northern Territory,146,19605441,7.446912314
Jun-2002,Northern Territory,170,19605441,8.671062283
Sep-2002,Northern Territory,154,19605441,7.854962304
Dec-2002,Northern Territory,126,19605441,6.426787339
Mar-2003,Northern Territory,119,19827155,6.001869658
Jun-2003,Northern Territory,127,19827155,6.405356694
Sep-2003,Northern Territory,143,19827155,7.212330766
Dec-2003,Northern Territory,135,19827155,6.80884373
Mar-2004,Northern Territory,110,20046003,5.487378207
Jun-2004,Northern Territory,128,20046003,6.385312823
Sep-2004,Northern Territory,151,20046003,7.532673721
Dec-2004,Northern Territory,170,20046003,8.480493593
Mar-2005,Northern Territory,154,20311543,7.581895674
Jun-2005,Northern Territory,157,20311543,7.72959494
Sep-2005,Northern Territory,148,20311543,7.286497141
Dec-2005,Northern Territory,169,20311543,8.320392006
Mar-2006,Northern Territory,179,20627547,8.67771626
Jun-2006,Northern Territory,190,20627547,9.210983739
Sep-2006,Northern Territory,201,20627547,9.744251219
Dec-2006,Northern Territory,130,20627547,6.302252032
Mar-2007,Northern Territory,202,21016121,9.611669061
Jun-2007,Northern Territory,223,21016121,10.61090198
Sep-2007,Northern Territory,162,21016121,7.708368257
Dec-2007,Northern Territory,136,21016121,6.471222734
Mar-2008,Northern Territory,173,21475625,8.055644481
Jun-2008,Northern Territory,133,21475625,6.193067722
Sep-2008,Northern Territory,123,21475625,5.727423532
Dec-2008,Northern Territory,184,21475625,8.567853089
Mar-2009,Northern Territory,154,21865623,7.043019081
Jun-2009,Northern Territory,218,21865623,9.969988049
Sep-2009,Northern Territory,225,21865623,10.29012528
Dec-2009,Northern Territory,221,21865623,10.10718972
Mar-2010,Northern Territory,222,22172469,10.01241675
Jun-2010,Northern Territory,164,22172469,7.396560121
Sep-2010,Northern Territory,190,22172469,8.569185507
Dec-2010,Northern Territory,228,22172469,10.28302261
Mar-2011,Northern Territory,216,22522197,9.590538614
Jun-2011,Northern Territory,166,22522197,7.370506527
Sep-2011,Northern Territory,273,22522197,12.12137519
Dec-2011,Northern Territory,220,22522197,9.768141181
Mar-2012,Northern Territory,131,22928023,5.713532301
Jun-2012,Northern Territory,206,22928023,8.98463858
Sep-2012,Northern Territory,273,22928023,11.90682686
Dec-2012,Northern Territory,203,22928023,8.853794328
Mar-2013,Northern Territory,157,23297777,6.738840362
Jun-2013,Northern Territory,184,23297777,7.897749214
Sep-2013,Northern Territory,229,23297777,9.829263968
Dec-2013,Northern Territory,174,23297777,7.468523714
Mar-2014,Northern Territory,251,23640331,10.61744863
Jun-2014,Northern Territory,230,23640331,9.729136195
Sep-2014,Northern Territory,210,23640331,8.883124352
Dec-2014,Northern Territory,201,23640331,8.502419023
Mar-2015,Northern Territory,224,23984581,9.339333466
Jun-2015,Northern Territory,234,23984581,9.756267996
Sep-2015,Northern Territory,248,23984581,10.33997634
Dec-2015,Northern Territory,200,23984581,8.338690595
Mar-2016,Northern Territory,233,24385064,9.555029259
Jun-2016,Northern Territory,206,24385064,8.447794109
Sep-2016,Northern Territory,171,24385064,7.012489284
Dec-2016,Northern Territory,247,24385064,10.12915119
Mar-2017,Northern Territory,165,24759018,6.664238461
Jun-2017,Northern Territory,235,24759018,9.491491141
Sep-2017,Northern Territory,151,24759018,6.098787924
Dec-2017,Northern Territory,153,24759018,6.179566572
Mar-2018,Northern Territory,159,25146140,6.323038049
Jun-2018,Northern Territory,148,25146140,5.885595165
Sep-2018,Northern Territory,165,25146140,6.561643258
Dec-2018,Northern Territory,120,25146140,4.772104188
Mar-2019,Northern Territory,102,25520468,3.996791908
Jun-2019,Northern Territory,109,25520468,4.271081549
Sep-2019,Northern Territory,108,25520468,4.231897315
Dec-2019,Northern Territory,100,25520468,3.91842344
Mar-2020,Northern Territory,99,25630698,3.862555752
Jun-2020,Northern Territory,89,25630698,3.472398606
Sep-2020,Northern Territory,126,25630698,4.915980049
Dec-2020,Northern Territory,176,25630698,6.866765782
Mar-2021,Northern Territory,153,25760867,5.939241098
Jun-2021,Northern Territory,270,25760867,10.4810137
Sep-2021,Northern Territory,99,25760867,3.843038357
Dec-2021,Northern Territory,89,25760867,3.454852665
Mar-2022,Northern Territory,105,26302450,3.992023557
Jun-2022,Northern Territory,92,26302450,3.497773021
Sep-2022,Northern Territory,174,26302450,6.615353323
Dec-2022,Northern Territory,119,26302450,4.524293364
Mar-2023,Northern Territory,117,26946369,4.341957909
Jun-2023,Northern Territory,106,26946369,3.933739644
Sep-2023,Northern Territory,80,26946369,2.968860109
Dec-2023,Northern Territory,84,26946369,3.117303114
Mar-2024,Northern Territory,75,27095255,2.768012333
Jun-2024,Northern Territory,97,27095255,3.579962617
Sep-1980,Australian Capital Territory,325,14807370,21.94852968
Dec-1980,Australian Capital Territory,322,14807370,21.74592787
Mar-1981,Australian Capital Territory,423,15054117,28.09862578
Jun-1981,Australian Capital Territory,566,15054117,37.59768839
Sep-1981,Australian Capital Territory,473,15054117,31.41997634
Dec-1981,Australian Capital Territory,467,15054117,31.02141427
Mar-1982,Australian Capital Territory,448,15288891,29.30232154
Jun-1982,Australian Capital Territory,271,15288891,17.72528825
Sep-1982,Australian Capital Territory,373,15288891,24.39679896
Dec-1982,Australian Capital Territory,358,15288891,23.41569444
Mar-1983,Australian Capital Territory,353,15483496,22.79846877
Jun-1983,Australian Capital Territory,353,15483496,22.79846877
Sep-1983,Australian Capital Territory,431,15483496,27.83609076
Dec-1983,Australian Capital Territory,339,15483496,21.89428021
Mar-1984,Australian Capital Territory,357,15677282,22.77180445
Jun-1984,Australian Capital Territory,465,15677282,29.66075369
Sep-1984,Australian Capital Territory,616,15677282,39.29252532
Dec-1984,Australian Capital Territory,572,15677282,36.48591637
Mar-1985,Australian Capital Territory,887,15900566,55.78417775
Jun-1985,Australian Capital Territory,777,15900566,48.86618502
Sep-1985,Australian Capital Territory,754,15900566,47.41969563
Dec-1985,Australian Capital Territory,795,15900566,49.99822019
Mar-1986,Australian Capital Territory,710,16138769,43.99344213
Jun-1986,Australian Capital Territory,546,16138769,33.83157662
Sep-1986,Australian Capital Territory,563,16138769,34.88494073
Dec-1986,Australian Capital Territory,514,16138769,31.8487736
Mar-1987,Australian Capital Territory,365,16394641,22.26337253
Jun-1987,Australian Capital Territory,213,16394641,12.99205027
Sep-1987,Australian Capital Territory,395,16394641,24.09323876
Dec-1987,Australian Capital Territory,335,16394641,20.43350629
Mar-1988,Australian Capital Territory,434,16687082,26.00814211
Jun-1988,Australian Capital Territory,567,16687082,33.9783792
Sep-1988,Australian Capital Territory,479,16687082,28.70483887
Dec-1988,Australian Capital Territory,515,16687082,30.86219628
Mar-1989,Australian Capital Territory,426,16936723,25.15244537
Jun-1989,Australian Capital Territory,493,16936723,29.1083464
Sep-1989,Australian Capital Territory,413,16936723,24.38488248
Dec-1989,Australian Capital Territory,305,16936723,18.00820619
Mar-1990,Australian Capital Territory,439,17169768,25.56819638
Jun-1990,Australian Capital Territory,320,17169768,18.63740966
Sep-1990,Australian Capital Territory,225,17169768,13.10442867
Dec-1990,Australian Capital Territory,283,17169768,16.48245917
Mar-1991,Australian Capital Territory,288,17378981,16.57174261
Jun-1991,Australian Capital Territory,326,17378981,18.75829199
Sep-1991,Australian Capital Territory,452,17378981,26.00842938
Dec-1991,Australian Capital Territory,395,17378981,22.72860532
Mar-1992,Australian Capital Territory,576,17557133,32.80717871
Jun-1992,Australian Capital Territory,620,17557133,35.31328264
Sep-1992,Australian Capital Territory,641,17557133,36.5093777
Dec-1992,Australian Capital Territory,691,17557133,39.35722307
Mar-1993,Australian Capital Territory,519,17719090,29.29044325
Jun-1993,Australian Capital Territory,564,17719090,31.83007705
Sep-1993,Australian Capital Territory,547,17719090,30.87065984
Dec-1993,Australian Capital Territory,419,17719090,23.64681256
Mar-1994,Australian Capital Territory,420,17893433,23.47229847
Jun-1994,Australian Capital Territory,359,17893433,20.06322655
Sep-1994,Australian Capital Territory,464,17893433,25.93130117
Dec-1994,Australian Capital Territory,366,17893433,20.45443152
Mar-1995,Australian Capital Territory,381,18119616,21.02693567
Jun-1995,Australian Capital Territory,313,18119616,17.27409676
Sep-1995,Australian Capital Territory,325,18119616,17.93636245
Dec-1995,Australian Capital Territory,372,18119616,20.5302364
Mar-1996,Australian Capital Territory,248,18330079,13.52967437
Jun-1996,Australian Capital Territory,328,18330079,17.89408545
Sep-1996,Australian Capital Territory,277,18330079,15.11177339
Dec-1996,Australian Capital Territory,277,18330079,15.11177339
Mar-1997,Australian Capital Territory,314,18510004,16.96379968
Jun-1997,Australian Capital Territory,283,18510004,15.28902965
Sep-1997,Australian Capital Territory,239,18510004,12.9119367
Dec-1997,Australian Capital Territory,284,18510004,15.34305449
Mar-1998,Australian Capital Territory,275,18705620,14.70146405
Jun-1998,Australian Capital Territory,221,18705620,11.81463111
Sep-1998,Australian Capital Territory,459,18705620,24.53808
Dec-1998,Australian Capital Territory,255,18705620,13.63226667
Mar-1999,Australian Capital Territory,310,18919210,16.38546218
Jun-1999,Australian Capital Territory,352,18919210,18.60542803
Sep-1999,Australian Capital Territory,285,18919210,15.06405394
Dec-1999,Australian Capital Territory,365,18919210,19.29256031
Mar-2000,Australian Capital Territory,413,19141036,21.57667955
Jun-2000,Australian Capital Territory,390,19141036,20.3750727
Sep-2000,Australian Capital Territory,258,19141036,13.47889425
Dec-2000,Australian Capital Territory,279,19141036,14.57601354
Mar-2001,Australian Capital Territory,253,19386461,13.05034477
Jun-2001,Australian Capital Territory,221,19386461,11.39970828
Sep-2001,Australian Capital Territory,310,19386461,15.99054103
Dec-2001,Australian Capital Territory,259,19386461,13.35983912
Mar-2002,Australian Capital Territory,277,19605441,14.1287309
Jun-2002,Australian Capital Territory,338,19605441,17.24011207
Sep-2002,Australian Capital Territory,438,19605441,22.34073694
Dec-2002,Australian Capital Territory,485,19605441,24.73803063
Mar-2003,Australian Capital Territory,441,19827155,22.24222285
Jun-2003,Australian Capital Territory,425,19827155,21.43524878
Sep-2003,Australian Capital Territory,400,19827155,20.17435179
Dec-2003,Australian Capital Territory,435,19827155,21.93960757
Mar-2004,Australian Capital Territory,373,20046003,18.60720065
Jun-2004,Australian Capital Territory,257,20046003,12.8205109
Sep-2004,Australian Capital Territory,234,20046003,11.67315
Dec-2004,Australian Capital Territory,196,20046003,9.77751026
Mar-2005,Australian Capital Territory,215,20311543,10.58511409
Jun-2005,Australian Capital Territory,308,20311543,15.16379135
Sep-2005,Australian Capital Territory,275,20311543,13.53909942
Dec-2005,Australian Capital Territory,194,20311543,9.551219225
Mar-2006,Australian Capital Territory,369,20627547,17.8887
Jun-2006,Australian Capital Territory,225,20627547,10.9077439
Sep-2006,Australian Capital Territory,343,20627547,16.62824959
Dec-2006,Australian Capital Territory,388,20627547,18.80979837
Mar-2007,Australian Capital Territory,265,21016121,12.60936783
Jun-2007,Australian Capital Territory,248,21016121,11.80046499
Sep-2007,Australian Capital Territory,296,21016121,14.08442595
Dec-2007,Australian Capital Territory,321,21016121,15.27398895
Mar-2008,Australian Capital Territory,306,21475625,14.2487122
Jun-2008,Australian Capital Territory,353,21475625,16.43723989
Sep-2008,Australian Capital Territory,280,21475625,13.03803731
Dec-2008,Australian Capital Territory,253,21475625,11.780798
Mar-2009,Australian Capital Territory,323,21865623,14.77204651
Jun-2009,Australian Capital Territory,466,21865623,21.3119928
Sep-2009,Australian Capital Territory,617,21865623,28.21781021
Dec-2009,Australian Capital Territory,590,21865623,26.98299518
Mar-2010,Australian Capital Territory,404,22172469,18.22079445
Jun-2010,Australian Capital Territory,561,22172469,25.30164773
Sep-2010,Australian Capital Territory,481,22172469,21.69356962
Dec-2010,Australian Capital Territory,520,22172469,23.4525077
Mar-2011,Australian Capital Territory,483,22522197,21.44550996
Jun-2011,Australian Capital Territory,390,22522197,17.31625028
Sep-2011,Australian Capital Territory,360,22522197,15.98423102
Dec-2011,Australian Capital Territory,440,22522197,19.53628236
Mar-2012,Australian Capital Territory,480,22928023,20.93508019
Jun-2012,Australian Capital Territory,425,22928023,18.53626891
Sep-2012,Australian Capital Territory,530,22928023,23.1158177
Dec-2012,Australian Capital Territory,467,22928023,20.36808843
Mar-2013,Australian Capital Territory,452,23297777,19.40099264
Jun-2013,Australian Capital Territory,424,23297777,18.19916123
Sep-2013,Australian Capital Territory,358,23297777,15.36627293
Dec-2013,Australian Capital Territory,364,23297777,15.62380823
Mar-2014,Australian Capital Territory,482,23640331,20.38888542
Jun-2014,Australian Capital Territory,424,23640331,17.93545107
Sep-2014,Australian Capital Territory,485,23640331,20.51578719
Dec-2014,Australian Capital Territory,375,23640331,15.86272206
Mar-2015,Australian Capital Territory,335,23984581,13.96730675
Jun-2015,Australian Capital Territory,335,23984581,13.96730675
Sep-2015,Australian Capital Territory,274,23984581,11.42400611
Dec-2015,Australian Capital Territory,212,23984581,8.83901203
Mar-2016,Australian Capital Territory,235,24385064,9.637046677
Jun-2016,Australian Capital Territory,308,24385064,12.63068245
Sep-2016,Australian Capital Territory,348,24385064,14.27103082
Dec-2016,Australian Capital Territory,334,24385064,13.69690889
Mar-2017,Australian Capital Territory,234,24759018,9.451101817
Jun-2017,Australian Capital Territory,218,24759018,8.804872633
Sep-2017,Australian Capital Territory,216,24759018,8.724093985
Dec-2017,Australian Capital Territory,275,24759018,11.1070641
Mar-2018,Australian Capital Territory,310,25146140,12.32793582
Jun-2018,Australian Capital Territory,358,25146140,14.23677749
Sep-2018,Australian Capital Territory,389,25146140,15.46957108
Dec-2018,Australian Capital Territory,381,25146140,15.1514308
Mar-2019,Australian Capital Territory,314,25520468,12.3038496
Jun-2019,Australian Capital Territory,258,25520468,10.10953247
Sep-2019,Australian Capital Territory,305,25520468,11.95119149
Dec-2019,Australian Capital Territory,313,25520468,12.26466537
Mar-2020,Australian Capital Territory,295,25630698,11.50963583
Jun-2020,Australian Capital Territory,336,25630698,13.10928013
Sep-2020,Australian Capital Territory,269,25630698,10.49522725
Dec-2020,Australian Capital Territory,311,25630698,12.13388726
Mar-2021,Australian Capital Territory,443,25760867,17.19662618
Jun-2021,Australian Capital Territory,404,25760867,15.68270198
Sep-2021,Australian Capital Territory,372,25760867,14.44050777
Dec-2021,Australian Capital Territory,444,25760867,17.23544475
Mar-2022,Australian Capital Territory,445,26302450,16.91857603
Jun-2022,Australian Capital Territory,401,26302450,15.24572806
Sep-2022,Australian Capital Territory,473,26302450,17.98311564
Dec-2022,Australian Capital Territory,289,26302450,10.9875696
Mar-2023,Australian Capital Territory,207,26946369,7.681925531
Jun-2023,Australian Capital Territory,262,26946369,9.723016856
Sep-2023,Australian Capital Territory,207,26946369,7.681925531
Dec-2023,Australian Capital Territory,200,26946369,7.422150272
Mar-2024,Australian Capital Territory,211,27095255,7.787341363
Jun-2024,Australian Capital Territory,172,27095255,6.34797495
